bond_length,energy
1.5984313725490196, 0.005118778280542986
1.7992156862745097, 0.005373303167420813
1.8996078431372547, 0.005260180995475112
1.968627450980392, 0.005175339366515836
2.0188235294117645, 0.005175339366515836
2.069019607843137, 0.005118778280542986
2.1192156862745097, 0.005118778280542986
2.1662745098039213, 0.005062217194570135
2.2164705882352935, 0.005118778280542986
2.301176470588235, 0.005118778280542986
2.501960784313725, 0.005203619909502265
2.746666666666666, 0.005260180995475112
2.9976470588235293, 0.005345022624434391
3.4996078431372544, 0.006589366515837105
3.999999999999999, 0.007282239819004527
4.999215686274509, 0.005839932126696836
5.999999999999999, 0.0055288461538461585
